,工作标题,薪资,城市,地区,年限,学历,职限,职位详情,具体地点,公司名字,公司情况,职位标签,公司标签
25,外包岗位-数据分析师（2022届毕业生） (MJ004147),10k-15k,广州,海珠区,1年以下,本科,全职,"岗位职责 
1负责直播赛道相关业务的数据分析、经营分析工作，对部门经营情况分析以及数据指标监控 
2.承接并管理各业务条线数据需求，协助提取、分析数据； 
3.协助进行业务分析工作，和业务方共同探索业务模式，推动产品及策略优化； 


任职要求 
1.数学、统计学、计算机、软件等相关专业，2022届获得**985及211本科及以上学历； 
2.熟练掌握多种数据处理工具，有较强的数据敏感度； 
3.有责任心，良好的沟通能力以及心理承受能力，勇于接受挑战； 
4.加分项：熟练使用SQL；",广州-番禺区-万博商务区万达广场B-1栋YY大厦,北京蜜莱坞网络科技有限公司,MCN｜直播平台 / 上市公司 / 500-2000人,"['电商平台', '社交平台', 'MySQL']",“上市公司，大牛带领，周末双休，公积金实缴10%”
26,数据分析师,18k-35k,广州,黄埔区,3-5年,本科,全职,"岗位职责： 
1、及时响应业务团队数据统计分析需求，输出可读性强的分析报告； 
2、结合分析结果及对业务需求的深入理解，设计业务指标体系及数据产品并驱动研发，并不断优化以提升效率； 
3、负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保工作顺利发展； 
4、行业领域的数据分析，结合市场趋势对公司产品的运营和决策给出专业的建议。 
任职资格： 
1、大学本科或以上学历，数学、统计学、计算机等相关专业； 
2、2年以上数据分析经验，有百万以上量级成功案例经验优先。 
3、熟悉数据分析的相关理论，业务导向，有产品ness，； 
4、良好的逻辑思维和批判性思维能力。 

职位诱惑： 
1.竞争力的薪酬： 
基本工资+绩效奖，薪资对标大厂 
2.超幸福的福利： 
提供早晚餐+午餐补贴、还有免费水果零食茶饮咖啡机，outing基金，购机补贴，带薪旅游，健身房+教练，massage； 
3.人性化的制度： 
架构扁平化，弹性工作制，没有996，上下班不打卡，周末双休，带薪事假，年假有10天； 
4.超实力的团队： 
团队由来自BAT、网易、YY等一线互联网各路牛人，工程师氛围浓厚，技术导向，专注做产品。",广州-天河区-员村四横路百合路21号N次方孵化器2楼204,宜教通教育,"移动互联网,教育 / 不需要融资 / 150-500人","['软件服务｜咨询', '人工智能服务', 'SQL', 'SPSS', 'SAS']",“每年两次调薪、年底双薪、加班补助、社保公积金”
27,数据分析,13k-15k,广州,天河区,3-5年,本科,全职,"学历要求：学信网可查 
专业要求：计算机、数学、统计学、金融学、会计学等相关专业 

岗位职责：电力数据分析（不限制行业，电力行业优先） 
任职要求： 
1.掌握SQL数据库的基本操作，能够使用SQL进行数据分析； 
2.熟练使用Excel进行基本的数据分析和可视化展示； 
3.具备较强的文字功底，能够通过图文结合方式清晰展现分析成果。",广州-黄埔区-云升,智品网络,"游戏,社交平台 / A轮 / 150-500人","['MCN｜直播平台', '游戏']",“行业前景 高薪 牛人大咖”
28,中级数据分析师,12k-15k,广州,天河区,3-5年,本科,全职,"【你需要做的是】 
1、根据业务需求，搭建报表体系； 
2、协助/独立撰写分析报告； 
3、临时数据分析需求分析与实现； 
4、用户数据监控与梳理，及时发现异动信息，定位问题进行过反馈； 
【我们希望你是】 
1、本科及以上学历（数学统计学等相关专业优先），3年以上数据分析/支持经验； 
2、熟练使用SQL；熟悉Metabase /powerBI 等BI工具以及Python优先； 
3、对数据敏感，具备良好的逻辑分析能力和系统性思维能力；学习能力强； 
4、中级分析师有分析报告经验优先；英文良好优先； 
5、有APP、C端类产品数据分析经验优先",广州-萝岗区-广州市开发区科学城科汇三街四号5楼,智品网络,"游戏,社交平台 / A轮 / 150-500人","['直播', '用户研究', '用户增长', '需求分析']",“双休15薪以上公司团队来自腾讯网易、百度”
29,大数据分析师,7k-10k,广州,番禺区,1-3年,本科,全职,"岗位职责： 
1、数据探索：结合业务需求，使用SparkSql对数据仓库进行数据挖掘分析，通过数据洞察用户行为； 
2、数据提取：全面理解数据的特征信息，能结合业务需求快速提取相应数据，并按需进行统计分析； 
3、编写报告：围绕数据分析过程及结论，编写数据专题分析报告，并按场景固化分析经验； 

岗位要求： 
1、本科及以上学历，一年以上工作经验，可考虑优秀应届毕业生（统计学相关专业优先）； 
 2、具备体系化的数据分析方法论、熟练使用SQL、EXCEL、PPT的使用； 
3、具备较强的数据分析能力，对数据敏感，善于发现和挖掘数据价值； 
 4、了解数据建模、机器学习基础理论，有较强的逻辑思维能力； 
5、拥有奋斗者心态，敢于面对挑战，性格稳重开朗，工作积极主动，责任心强。 
注：该岗位为大数据运营方向。 
工作地点：中国移动南方基地",广州-天河区-高唐333号,SHEIN该企业已上传营业执照并通过资质验证审核,电商平台 / C轮 / 2000人以上,"['电商平台', 'SQL']",“发展前景大”
30,数据分析师,8k-12k,广州,天河区,1-3年,本科,全职,"工作内容： 
1.负责日常业务数据的梳理和排查， 
2.支持业务团队进行数据分析； 
3.协助内部数据平台的搭建、落地及迭代。 
岗位要求： 
1.本科及以上学历，数学、统计、计算机等相关专业； 
2.对数据敏感度高，有数据分析相关经验优先考虑； 
3.逻辑清晰，有数据分析思维及较强的协作能力； 
4.工作积极主动性及灵活性高，能够快速学习。",广州-天河区-软件园科韵园区建中路59号雅爵商务大厦,搜款网 VVIC该企业已上传营业执照并通过资质验证审核,电商平台 / 不需要融资 / 500-2000人,"['电商平台', 'SQL', 'tableau', '项目管理', '口径澄清']",“公司发展稳健，团队成员优秀”
31,数据分析,9k-15k,广州,珠江新城,1-3年,本科,全职,"岗位职责：
1.对销售渠道数据收集并进行相关分析，提供可视化数据报表；
2.深入业务，理解业务运作逻辑，利用数据分析提升数据完备性、准确性的策略；
3.建立有效数据体系，为业务推进提供有价值的数据支持；
4.通过挖掘数据，对业务过程及结果进行问题定位及分析，定期输出优化分析报告。
任职要求：
1.本科及以上学历，数学、统计学、计算机等专业优先；
2.一年以上互联网、电商行业数据运营相关经验优先；
3.对数据敏感，精通各类数据分析软件；
4.沟通能力、逻辑思维能力强。 ",广州-荔湾区-荔胜广场北塔24楼,埋堆堆该企业已上传营业执照并通过资质验证审核,"内容社区,音频｜视频媒体,MCN｜直播平台 / 不需要融资 / 150-500人","['内容社区', '音频｜视频媒体', 'JAVA', 'Python', 'SQL']",“行业有前景、岗位发挥空间大、福利待遇好”
32,高级数据分析架构师,25k-45k,广州,越秀区,10年以上,本科,全职,"岗位职责： 
1、主导下一代Lakehouse平台研究，解决高并发数据访问和实时分析问题。为产品创建方向和路线图。 
2、独立进行整体系统或子系统的性能分析和优化。 
3、分析客户需求，与研发团队紧密合作，共同研究和规划新功能。 
4、基于行业和学术趋势研究数据库未来技术，将前沿技术应用到产品中。 
5、指导初级员工的职业道路。 


岗位要求： 
1、大学本科或以上学历，计算机科学或数学专业。 
2、具备10年以上大数据平台开发经验，4年以上架构师经验 
3、精通SQL、ELT、查询优化、存储优化 
4、拥有云计算、虚拟化和容器化的知识，如Docker、K8s。 
5、至少具备以下 3 项技术的实践经验：Hadoop、Spark、Delta Lake、Hudi、Iceberg 和对象存储 
6、拥有性能分析和调优的工作知识 
7、精通Java、Scala和脚本语言编程 
8、拥有云计算、虚拟化和容器化的知识，如Docker、K8s。 


候选人加分项： 
1、有主流大数据、数据库或数据湖的开发或规划经验，曾任职于Databricks、Snowflake、AWS、IBM、华为、MongoDB、Cloudera、Oracle的优先 
2、熟悉Lakehouse架构和实时分析 
3、具有良好的沟通能力、职业道德和团队合作精神 
4、掌握中文和英文的读写及沟通",广州-南沙区-南沙水岸广场东区21楼,龙腾出行该企业已上传营业执照并通过资质验证审核,"生活服务,旅游｜出行 / 上市公司 / 150-500人","['生活服务', '旅游｜出行', '数据挖掘', '云计算｜云存储']",“行业独角兽，项目有重大突破。”
33,大数据分析专家,30k-60k,广州,黄埔区,5-10年,本科,全职,"职责描述： 
1.负责整车、自动驾驶等车联网业务的数据相关工作； 
2.带领团队科学分析产品、运营、增长、推荐等核心策略，指导业务科学决策； 
3.科学制定业务的指标评估体系，并建立核心指标的预测模型； 
4.基于业务洞察，科学地进行A/BTesting，并根据实验结果提出优化的业务策略； 
5.负责专题数据建模，通过数据驱动产品迭代优化； 
6.科学探索整车生命周期、用户增长机会等。 
任职要求： 
1.8年以上数据科学相关岗位的工作经验； 
2.计算机科学、数据科学、机器学习、统计学、应用数学等领域硕士及以上学历； 
3.熟练使用SQL/Hive等语句，具备Hadoop、Spark等平台的海量数据处理经验； 
4.熟练使用Python/R等数据工具，具备应用机器学习算法进行业务建模的经验。",广州-南沙区-香江国际科创中心1栋12楼,宜教通教育该企业已上传营业执照并通过资质验证审核,"移动互联网,教育 / 不需要融资 / 150-500人","['软件服务｜咨询', '人工智能服务', 'SQL', 'SPSS', 'SAS']",“每年两次调薪、年底双薪、加班补助、社保公积金”
34,高级数据分析师 (MJ000964),15k-30k,广州,珠江新城,3-5年,本科,全职,"工作职责 
1、负责公司智能业务和中台业务数据分析体系和指标体系搭建和优化，支持多线产品孵化和发展。 
2、结合分析方法及对业务场景的深入理解，设计数据挖掘模型并驱动研发，不断优化模型以提升数据效果； 
3、针对不同的业务场景和产品特点，主动挖掘数据分析专题，通过专题分析，对产品和用户问题进行深入分析，协助产品业务选择增长机会点。 
4、推动数据驱动的技术文化在业务中的落地，解决实际业务问题。 
任职资格 
1、计算机、应用数学、统计学本科及以上学历； 
2、在互联网行业从事数据分析岗位3年以上； 
3、了解数据库的使用，熟悉hive、spark等计算引擎，能熟练撰写SQL脚本提取所需数据； 
4、具备数据分析、统计建模能力，熟悉 SPSS/SAS等工具和Python/R等语言及数据挖掘的常用算法，具有独立撰写分析报告的能力； 
5、良好的产品和业务感知能力，能够将产品和业务问题转化为数据分析问题； 
6、英语能力良好，能够阅读行业英文资料； 
7、对于数据分析工作有热情，逻辑性强，学习能力强，工作踏实，认真细致； 
8、有智能业务领域数据分析经验的优先",广州-天河区-广电平云广场,广发银行信用卡中心该企业已上传营业执照并通过资质验证审核,金融业 / 不需要融资 / 2000人以上,"['电商平台', '金融业', 'Python', 'PL/SQL', 'PowerBuider']",“大平台、大团队”
